path,speaker_id,text,text_id
train\real\LibriTTS\8080\8080_274558_000007_000000_000176.wav,8080,"I observed that his name was carded upon three state rooms; and, upon again referring to the list of passengers, I found that he had engaged passage for himself, wife, and two sisters-his own.",8080_274558_000007_000000
train\real\LibriTTS\8494\8494_244431_000023_000001_000177.wav,8494,"He knew by his rigid attitude that he was looking intently at the battery and he knew, moreover, that it was Shepard.",8494_244431_000023_000001
train\real\LibriTTS\4110\4110_11533_000037_000002_000178.wav,4110,"The flames are merely a hint of what faces us; but the people will rise and follow you wherever you lead!""",4110_11533_000037_000002
train\real\LibriTTS\5604\5604_26982_000007_000002_000179.wav,5604,"At present, the scale dipped in favour of Milan; and if within the year he could render certain services to Duke Ludovico Sforza, he had the prospect of a place at the Milanese court which outweighed the advantages of Rome.",5604_26982_000007_000002
train\real\LibriTTS\3551\3551_7894_000076_000002_000180.wav,3551,"There was no room for separate cells, no room for privacy, no cause or desire for the most elementary sense of delicacy.",3551_7894_000076_000002
train\real\LibriTTS\500\500_125123_000112_000004_000181.wav,500,"Secondly, we owe the Veneerings a grudge, and we owe all other people the grudge of wishing them to be taken in, as we ourselves have been taken in.",500_125123_000112_000004
train\real\LibriTTS\1053\1053_289242_000063_000000_000182.wav,1053,"From this time the prisoner resolved to suffer no longer, but to have everything he wanted.",1053_289242_000063_000000
train\real\LibriTTS\2787\2787_157400_000071_000001_000183.wav,2787,"""Why should I not believe you?"" Her voice was calm, but that same angry flush that had of late so often shown itself began to rise slowly at her temples.",2787_157400_000071_000001
train\real\LibriTTS\3717\3717_21498_000027_000000_000184.wav,3717,"'From what one person and another have let fall,' he exclaimed, 'I have contrived to learn that he is in the palace of the king, who keeps him hidden lest anyone should see him; and that to morrow he is to marry the princess, who, ugly creature that she is, has not been able to find any man to wed her.'",3717_21498_000027_000000
train\real\LibriTTS\2787\2787_157400_000075_000002_000187.wav,2787,"He bowed and stared a little at seeing Joe on Vancouver's arm, but she gave him a look of such earnest entreaty that he turned and followed her at a distance to see what would happen.",2787_157400_000075_000002
train\real\LibriTTS\93\93_126208_000014_000002_000188.wav,93,"He abandoned the now familiar Ionic for a new dialect, and for a long time onward limited his reading almost entirely to the Gospels and Epistles in Griesbach's text.",93_126208_000014_000002
train\real\LibriTTS\2688\2688_144986_000095_000001_000190.wav,2688,"I refer to Nebraska, Kansas, Iowa, Missouri, Illinois, Indiana, Ohio, Kentucky and Tennessee.",2688_144986_000095_000001
train\real\LibriTTS\2992\2992_164101_000011_000000_000191.wav,2992,"They marched directly across the arena toward the rocks upon the opposite side, where, spreading their bat like wings, they rose above the high wall of the pit, settling down upon the bowlders above.",2992_164101_000011_000000
train\real\LibriTTS\2427\2427_154671_000017_000001_000192.wav,2427,"She probably intended, in time, to have pardoned her; but time was not allowed.",2427_154671_000017_000001
train\real\LibriTTS\3361\3361_1133_000015_000001_000193.wav,3361,"He was too happy, however, to need much attention; and luckily for the others, the business of love making relieved them from a great deal of his company.",3361_1133_000015_000001
train\real\LibriTTS\5400\5400_34478_000018_000001_000194.wav,5400,"For the three thousand square miles of our district, what with our thaws, and the storms, and the work in the fields, I don't see how it is possible to provide medical aid all over.",5400_34478_000018_000001
train\real\LibriTTS\5918\5918_46890_000084_000000_000195.wav,5918,"""Now,"" shouted I, ""luff you may, Bob, and let's heave the craft to, and finish the job for them.""",5918_46890_000084_000000
train\real\LibriTTS\7117\7117_86710_000013_000000_000196.wav,7117,"""They had, however, what supplied the place of those fine qualities,"" replied the young man, ""and that was fanaticism.",7117_86710_000013_000000
train\real\LibriTTS\1335\1335_27593_000031_000004_000197.wav,1335,"Stir well and then add the macaroni with one pound of sweetbreads, cut in small pieces and two dozen Eastern oysters.",1335_27593_000031_000004
train\real\LibriTTS\4899\4899_32658_000005_000001_000198.wav,4899,"Then I began to be uneasy lest Ernest should not be punctual, and Mary be delayed; but he came just as the clock struck one.",4899_32658_000005_000001
train\real\LibriTTS\16\16_122827_000020_000002_000199.wav,16,"Davy had to climb on the table and reach over to the shelf at a dangerous angle . . . something he had been forbidden by Marilla to do, as he had come to grief once before in the experiment.",16_122827_000020_000002
train\real\LibriTTS\1827\1827_143625_000029_000005_000200.wav,1827,"That to be clothed in sackcloth is better than any purple robe; that sleeping on the bare ground is the softest couch; and in proof of each assertion he points to his own courage, constancy, and freedom; to his own healthy and muscular frame.",1827_143625_000029_000005
train\real\LibriTTS\1752\1752_16632_000063_000001_000202.wav,1752,"He pounced across the sidewalk, and soon the twain were struggling in the snowdrift, pummeling one another with might and main.",1752_16632_000063_000001
train\real\LibriTTS\6269\6269_66176_000029_000003_000203.wav,6269,"Meanwhile, four companies of the enemy's scalers made a detour round the foot of the hill, and dashed into Fort Slatter without opposition.",6269_66176_000029_000003
train\real\LibriTTS\3008\3008_164327_000071_000000_000204.wav,3008,"And laughing a little, in a slightly bantering tone, his hands in his pockets, Rouletabille fixed his cunning eyes on the great Fred.",3008_164327_000071_000000
train\real\LibriTTS\922\922_132299_000015_000001_000205.wav,922,"There was a long wait, as if the procedure were being checked with some authority, but finally he received a surly acknowledgement. ""Steward.",922_132299_000015_000001
train\real\LibriTTS\3549\3549_173591_000014_000016_000206.wav,3549,"Among these was the ringleader Fourneaux, and also the pilot Trenchant, who, eager to return to Fort Caroline, whence he had been forcibly taken, succeeded during the night in bringing the vessel to the coast of Florida.",3549_173591_000014_000016
train\real\LibriTTS\7030\7030_64588_000006_000003_000208.wav,7030,"The Indians were keeping one of their seven feasts in a hut near by, and their drumming was the last thing we heard as we turned into our hammocks, and the first in the morning.",7030_64588_000006_000003
train\real\LibriTTS\2045\2045_158081_000010_000005_000209.wav,2045,I told mr Wilson everything I had witnessed from the time we saw the suffragists arrested in front of the White House to their sentence in the police court.,2045_158081_000010_000005
train\real\LibriTTS\3258\3258_169291_000012_000002_000210.wav,3258,"It also has its compensations in giving one an opportunity to meet some of the best people in the world-to be more correct, I think I should say the best people in the world.",3258_169291_000012_000002
train\real\LibriTTS\7732\7732_107517_000011_000004_000212.wav,7732,"Symptoms of relaxation in some of the leaders authorize a gleam of hope if you do well, but certainly I think not otherwise."" Virginia justified his hopes by a majority of eighty nine against seventy nine for ratification (june twenty fifth seventeen eighty eight).",7732_107517_000011_000004
train\real\LibriTTS\718\718_129597_000044_000004_000214.wav,718,"There came a season of thunder storms and heavy rain, which greatly retarded my work; but at last the raft was completed.",718_129597_000044_000004
train\real\LibriTTS\6544\6544_231862_000004_000002_000215.wav,6544,"And after all,"" added Diana, ""she is my father's wife,"" as if that fact extenuated all.",6544_231862_000004_000002
train\real\LibriTTS\8113\8113_301694_000013_000007_000216.wav,8113,"Build a house for him that he may dwell among you, and a church where you may offer your prayers to the only living God, the Almighty King of Heaven.'""",8113_301694_000013_000007
train\real\LibriTTS\4519\4519_6171_000004_000003_000217.wav,4519,"Suddenly, however, she remembered how her screaming had brought the horde of wolves and hyenas about her in the forest, and, ceasing at once, lay still, gazing yet again at the moon.",4519_6171_000004_000003
train\real\LibriTTS\8824\8824_279153_000010_000007_000218.wav,8824,"If we admit-as I think we should-that the patch of colour may be both physical and psychical, the reason for distinguishing the sense datum from the sensation disappears, and we may say that the patch of colour and our sensation in seeing it are identical.",8824_279153_000010_000007
train\real\LibriTTS\4236\4236_8927_000033_000001_000220.wav,4236,"Right and left of the narrow pass between the oaks were dense bushes; and now from behind these a female figure glided, whose appearance even in the gloom was, though graceful in outline, noticeably strange.",4236_8927_000033_000001
train\real\LibriTTS\6727\6727_10344_000004_000001_000221.wav,6727,"First, the work of the first day; secondly, the work of the second day; thirdly the work of the third day.",6727_10344_000004_000001
